game_id,period,minutes_remaining,seconds_remaining,shot_clock,player_id,player_name,position,team,opponent,home,score_margin,loc_x,loc_y,shot_distance,shot_zone,is_three,dribbles,touch_time,catch_and_shoot,defender_distance,true_prob,shot_made
22600015,2,8,33,17.8,24,Jalen Brunson,C,POR,LAC,1,-5,0.3,2.4,2.4,Restricted Area,0,1,3.1,0,4.5,0.6229,1
22600081,1,4,52,11.0,32,Evan Mobley,SG,POR,PHX,0,-5,0.9,2.9,3.1,Restricted Area,0,1,1.4,1,7.8,0.6851,1
22600239,1,11,25,17.8,24,Jalen Brunson,C,POR,CHI,0,11,-8.5,7.5,11.3,Mid-Range,0,3,8.8,0,4.7,0.358,0
22600278,4,6,26,13.4,35,Jaren Jackson,C,SAS,BKN,1,-16,23.1,5.1,23.7,Left Corner 3,1,1,5.4,0,3.0,0.3107,0
22600202,3,2,55,16.7,56,Paolo Banchero,PG,MIN,SAS,0,-3,4.1,0.8,4.2,In The Paint (Non-RA),0,3,2.3,0,6.9,0.4213,0
22600345,3,2,39,10.9,30,Franz Wagner,SF,POR,UTA,1,-13,-22.4,6.8,23.4,Left Corner 3,1,1,1.6,1,2.4,0.4064,0
22600368,2,6,13,12.3,20,Tyrese Haliburton,SF,OKC,LAL,1,-3,-6.2,4.6,7.7,In The Paint (Non-RA),0,1,0.9,1,0.2,0.3718,0
22600053,3,5,6,9.0,4,Nikola Jokic,SF,WAS,OKC,1,-8,-1.4,3.5,3.8,Restricted Area,0,1,4.9,0,2.9,0.601,1
22600382,4,3,25,17.0,30,Franz Wagner,SF,POR,ATL,0,7,6.7,7.3,9.9,Mid-Range,0,4,3.4,0,5.5,0.406,0
22600246,1,6,38,11.6,46,Pascal Siakam,C,PHX,UTA,0,2,-1.5,10.7,10.8,Mid-Range,0,3,2.7,0,4.5,0.4254,0
22600255,4,8,42,16.1,59,Scoot Henderson,PF,DEN,ATL,1,-14,-20.4,9.4,22.5,Left Corner 3,1,6,8.6,0,3.9,0.3678,0
22600039,3,0,0,18.0,57,Amen Thompson,SF,BOS,OKC,1,12,-0.8,0.2,0.8,Restricted Area,0,3,5.6,0,0.7,0.6024,1
22600249,2,7,29,21.1,31,Cade Cunningham,SF,LAL,MIN,1,5,16.3,22.9,28.1,Above The Break 3,1,1,2.0,1,4.2,0.4707,1
22600291,1,7,0,8.8,19,Donovan Mitchell,C,MIL,MEM,1,-6,20.1,17.0,26.3,Above The Break 3,1,2,8.2,0,5.3,0.3299,0
22600233,2,5,7,10.0,36,LaMelo Ball,PG,DET,MIL,1,6,2.2,2.1,3.1,Restricted Area,0,4,11.0,0,5.2,0.6785,0
22600034,4,7,22,13.1,12,Trae Young,C,CLE,MIL,0,-2,-15.5,12.8,20.1,Long Mid-Range,0,2,3.1,0,0.5,0.3462,0
22600210,2,11,1,4.3,52,Dejounte Murray,PG,PHX,WAS,0,22,-8.6,9.6,12.9,Mid-Range,0,2,1.3,0,3.7,0.2967,0
22600375,4,5,40,15.8,45,OG Anunoby,PG,PHX,ORL,1,-7,2.5,6.1,6.6,In The Paint (Non-RA),0,3,4.1,0,4.4,0.4037,1
22600290,3,8,9,7.7,5,Giannis Antetokounmpo,SF,LAC,MIL,0,2,1.1,28.4,28.5,Above The Break 3,1,1,0.7,1,2.3,0.4005,0
22600055,4,3,30,9.0,17,Kawhi Leonard,SF,GSW,BKN,0,-3,13.1,21.2,24.9,Above The Break 3,1,2,3.8,0,4.1,0.2889,0
22600384,2,8,26,8.6,8,Devin Booker,PF,IND,TOR,1,11,-20.9,11.7,24.0,Above The Break 3,1,0,2.8,0,3.4,0.3809,1
22600384,2,2,13,16.0,43,Kyrie Irving,PF,POR,MIN,0,9,-1.3,2.6,3.0,Restricted Area,0,3,3.5,0,6.7,0.678,1
22600068,1,6,7,10.4,40,Jaylen Brown,PF,CHI,MIL,0,8,-23.3,4.4,23.7,Right Corner 3,1,0,4.1,0,4.0,0.3827,1
22600321,2,8,16,9.3,22,De'Aaron Fox,SG,LAL,NYK,1,-8,-1.6,3.5,3.8,Restricted Area,0,3,2.8,0,2.0,0.5978,0
22600163,4,4,13,12.4,30,Franz Wagner,SF,POR,SAC,0,-6,-4.6,32.7,33.0,Deep 3 / Heave,1,2,5.1,0,6.0,0.1546,0
22600238,2,6,40,7.1,18,Paul George,PG,DAL,ORL,0,-13,-20.5,18.6,27.7,Above The Break 3,1,1,1.5,1,6.7,0.4671,0
22600179,4,8,18,12.1,34,Anfernee Simons,SF,IND,WAS,1,4,-22.6,5.3,23.2,Right Corner 3,1,2,4.6,0,4.7,0.3465,0
22600314,2,5,54,3.8,47,Jrue Holiday,SF,PHX,LAC,1,-4,16.0,3.4,16.3,Long Mid-Range,0,1,3.8,0,5.6,0.2813,1
22600399,3,9,20,21.7,52,Dejounte Murray,PG,PHX,LAC,0,-7,-0.9,25.7,25.7,Above The Break 3,1,0,4.5,0,2.7,0.2947,1
22600319,4,4,48,24.0,4,Nikola Jokic,SF,WAS,SAS,0,11,-22.1,7.9,23.5,Left Corner 3,1,4,3.9,0,5.2,0.3367,0
22600373,1,10,37,4.5,47,Jrue Holiday,SF,PHX,MIN,1,7,-5.4,26.6,27.2,Above The Break 3,1,0,1.4,1,0.9,0.3497,0
22600379,3,7,20,22.0,30,Franz Wagner,SF,POR,IND,1,6,0.3,3.2,3.2,Restricted Area,0,1,0.6,1,6.6,0.698,1
22600037,4,5,41,11.2,24,Jalen Brunson,C,POR,HOU,0,4,22.5,5.5,23.1,Left Corner 3,1,2,5.4,0,8.6,0.3633,0
22600102,3,10,14,16.7,46,Pascal Siakam,C,PHX,PHI,1,-2,-27.7,9.6,29.3,Above The Break 3,1,2,2.1,0,5.5,0.3194,0
22600289,4,0,3,9.3,2,Luka Doncic,PF,PHI,LAL,0,9,0.6,1.5,1.6,Restricted Area,0,1,2.5,0,4.0,0.6676,1
22600237,1,7,8,17.1,10,Shai Gilgeous-Alexander,PG,MEM,ATL,0,1,-0.0,0.1,0.1,Restricted Area,0,0,8.1,0,7.3,0.6606,0
22600021,4,9,35,24.0,2,Luka Doncic,PF,PHI,GSW,0,8,17.3,9.0,19.5,Long Mid-Range,0,0,2.2,1,3.5,0.4944,0
22600039,4,1,15,12.9,35,Jaren Jackson,C,SAS,PHI,1,-14,3.8,18.4,18.8,Long Mid-Range,0,1,0.7,1,4.4,0.4182,0
22600209,1,5,53,12.3,2,Luka Doncic,PF,PHI,BKN,1,0,2.1,1.5,2.6,Restricted Area,0,2,1.7,0,5.1,0.7017,0
22600247,3,4,50,17.0,46,Pascal Siakam,C,PHX,BKN,0,-13,23.8,9.8,25.7,Above The Break 3,1,1,0.6,1,4.6,0.4319,0
22600068,1,1,31,7.7,41,Draymond Green,PG,POR,CHA,1,-3,-21.7,6.4,22.6,Left Corner 3,1,2,2.1,0,4.5,0.3839,0
22600069,2,10,22,12.5,27,Rudy Gobert,SF,BKN,SAS,0,-5,-1.1,16.1,16.1,Long Mid-Range,0,1,0.9,1,3.6,0.3798,0
22600052,3,5,26,23.1,46,Pascal Siakam,C,PHX,ORL,1,4,2.4,2.1,3.2,Restricted Area,0,3,3.9,0,4.0,0.6565,1
22600226,2,9,22,15.2,1,James Harden,PG,TOR,WAS,0,0,20.0,13.3,24.0,Above The Break 3,1,4,5.9,0,7.1,0.3696,0
22600004,3,6,19,8.7,9,Anthony Edwards,SG,BKN,CHA,1,0,0.0,8.8,8.8,Mid-Range,0,4,4.1,0,5.0,0.3593,1
22600229,4,2,0,19.9,8,Devin Booker,PF,IND,PHI,0,0,2.9,25.3,25.5,Above The Break 3,1,0,5.0,0,2.8,0.3606,0
22600191,3,4,11,14.3,10,Shai Gilgeous-Alexander,PG,MEM,OKC,1,15,-22.1,15.2,26.8,Above The Break 3,1,3,7.5,0,1.7,0.2185,0
22600187,3,2,49,14.1,3,Jayson Tatum,PF,HOU,OKC,1,-18,-0.1,2.8,2.8,Restricted Area,0,1,1.3,1,6.5,0.5918,1
22600272,4,2,39,24.0,33,Desmond Bane,PG,SAC,SAS,1,-11,-9.0,32.1,33.3,Deep 3 / Heave,1,2,3.1,0,6.2,0.1971,0
22600210,3,11,55,19.4,35,Jaren Jackson,C,SAS,MIL,0,-15,-20.6,9.0,22.5,Left Corner 3,1,3,2.0,0,3.4,0.2564,0
22600292,1,6,11,13.2,38,Kristaps Porzingis,C,OKC,MEM,1,-3,0.3,1.8,1.8,Restricted Area,0,1,2.3,1,3.7,0.5608,1
22600306,1,11,19,23.4,46,Pascal Siakam,C,PHX,CLE,1,3,-10.8,27.8,29.8,Above The Break 3,1,2,2.0,0,5.0,0.3736,0
22600369,1,7,38,10.9,22,De'Aaron Fox,SG,LAL,UTA,1,-2,2.3,1.3,2.6,Restricted Area,0,2,1.7,0,2.6,0.6167,0
22600320,3,0,19,12.1,57,Amen Thompson,SF,BOS,DAL,0,-5,-2.4,9.1,9.4,Mid-Range,0,1,8.6,0,2.6,0.3825,0
22600208,2,1,29,17.3,11,Ja Morant,SF,PHX,MIA,0,-1,3.7,5.3,6.5,In The Paint (Non-RA),0,0,2.2,1,0.2,0.3962,0
22600197,3,6,3,11.7,32,Evan Mobley,SG,POR,WAS,0,5,1.9,3.6,4.1,In The Paint (Non-RA),0,2,1.4,0,6.5,0.4599,0
22600095,3,3,53,17.0,17,Kawhi Leonard,SF,GSW,NOP,0,3,-1.7,3.4,3.8,Restricted Area,0,2,4.0,0,4.5,0.6502,1
22600240,4,10,55,6.5,23,Domantas Sabonis,PG,CHI,CLE,1,1,-25.9,12.5,28.8,Above The Break 3,1,1,2.7,0,6.1,0.3792,0
22600056,4,3,20,3.1,49,Bradley Beal,PF,MEM,NYK,0,-15,-4.2,5.1,6.6,In The Paint (Non-RA),0,1,1.3,1,5.6,0.323,1
22600373,4,3,14,22.6,50,Josh Hart,PF,ORL,LAL,0,22,7.6,2.2,7.9,In The Paint (Non-RA),0,2,5.3,0,6.9,0.487,1
22600339,1,5,19,5.7,24,Jalen Brunson,C,POR,DET,0,-6,-1.8,1.1,2.1,Restricted Area,0,2,2.9,0,6.2,0.6249,1
22600048,4,1,37,10.3,29,Scottie Barnes,SF,PHX,DEN,0,0,0.6,0.6,0.9,Restricted Area,0,0,0.6,1,6.5,0.6413,0
22600315,2,4,30,20.7,18,Paul George,PG,DAL,POR,0,14,-1.9,1.1,2.2,Restricted Area,0,0,6.5,0,6.7,0.6962,1
22600047,2,4,19,19.4,4,Nikola Jokic,SF,WAS,HOU,0,-4,-0.4,1.4,1.5,Restricted Area,0,2,2.9,0,4.5,0.6333,0
22600289,5,7,12,14.8,34,Anfernee Simons,SF,IND,DET,0,5,18.5,8.8,20.5,Long Mid-Range,0,2,3.5,0,2.7,0.3616,1
22600036,4,5,55,18.8,51,Aaron Christie,PF,DET,SAC,0,1,-20.9,9.6,23.0,Right Corner 3,1,0,1.5,1,3.7,0.4303,0
22600196,3,8,3,5.7,36,LaMelo Ball,PG,DET,NOP,0,-4,14.6,8.3,16.8,Long Mid-Range,0,3,3.6,0,1.3,0.3187,1
22600264,3,9,31,7.2,2,Luka Doncic,PF,PHI,MEM,1,-24,-1.9,0.8,2.0,Restricted Area,0,3,4.0,0,2.6,0.6522,1
22600292,1,8,22,13.3,24,Jalen Brunson,C,POR,GSW,1,9,13.0,12.6,18.1,Long Mid-Range,0,1,2.4,1,4.5,0.4475,1
22600168,3,6,37,19.0,32,Evan Mobley,SG,POR,NOP,1,8,-16.8,4.6,17.4,Long Mid-Range,0,0,0.3,1,2.1,0.4628,1
22600369,3,6,57,10.3,44,Fred VanVleet,SG,ATL,DEN,0,16,-20.4,8.5,22.1,Right Corner 3,1,1,2.6,0,4.4,0.4134,1
22600310,1,0,23,16.9,8,Devin Booker,PF,IND,LAC,0,-10,1.8,7.7,7.9,In The Paint (Non-RA),0,4,3.6,0,2.8,0.429,0
22600084,4,1,55,17.9,12,Trae Young,C,CLE,HOU,0,3,-3.1,2.0,3.7,Restricted Area,0,5,4.0,0,4.1,0.6089,1
22600269,4,8,37,21.2,48,Derrick White,C,NYK,CLE,1,16,10.4,10.4,14.7,Mid-Range,0,0,2.7,0,2.8,0.3967,1
22600293,1,8,29,11.1,12,Trae Young,C,CLE,LAC,1,20,28.3,7.0,29.1,Above The Break 3,1,0,0.3,1,9.6,0.4509,0
22600134,3,4,29,24.0,58,Ausar Barlow,PG,CHI,LAL,1,-4,21.5,6.3,22.5,Right Corner 3,1,1,4.0,0,7.2,0.4039,0
22600296,2,11,47,24.0,17,Kawhi Leonard,SF,GSW,PHI,0,0,-25.6,14.9,29.6,Above The Break 3,1,1,3.0,0,10.5,0.4146,0
22600360,4,5,24,13.2,18,Paul George,PG,DAL,BOS,1,8,21.2,8.1,22.7,Left Corner 3,1,2,3.5,0,2.7,0.3576,1
22600327,4,8,35,14.2,49,Bradley Beal,PF,MEM,WAS,0,3,-11.1,13.2,17.3,Long Mid-Range,0,1,1.1,1,1.0,0.3699,1
22600306,3,8,52,10.3,48,Derrick White,C,NYK,PHI,1,-4,-0.3,1.8,1.9,Restricted Area,0,2,3.1,0,3.6,0.6297,1
22600254,2,3,1,18.1,17,Kawhi Leonard,SF,GSW,ATL,0,-4,-28.6,5.7,29.2,Above The Break 3,1,2,1.7,0,0.8,0.2706,0
22600109,2,7,18,13.3,17,Kawhi Leonard,SF,GSW,NYK,1,6,-0.4,1.1,1.1,Restricted Area,0,5,6.4,0,5.8,0.6575,0
22600319,3,3,30,8.8,12,Trae Young,C,CLE,PHX,0,-9,-4.8,24.8,25.3,Above The Break 3,1,1,3.4,0,3.6,0.3085,0
22600146,1,9,21,23.8,48,Derrick White,C,NYK,DEN,1,-4,1.5,5.2,5.4,In The Paint (Non-RA),0,1,2.0,1,1.0,0.3817,1
22600213,4,10,43,12.9,20,Tyrese Haliburton,SF,OKC,MIL,1,0,3.8,1.2,4.0,Restricted Area,0,2,4.6,0,2.8,0.6365,0
22600126,4,4,10,17.2,57,Amen Thompson,SF,BOS,ORL,0,-10,-0.1,0.4,0.4,Restricted Area,0,2,2.4,0,9.0,0.6982,0
22600126,4,4,25,12.3,40,Jaylen Brown,PF,CHI,IND,0,-12,4.3,24.8,25.2,Above The Break 3,1,2,3.4,0,1.1,0.2822,1
22600064,3,11,54,18.3,48,Derrick White,C,NYK,HOU,1,4,23.6,31.3,39.2,Deep 3 / Heave,1,3,11.6,0,4.9,0.1069,0
22600385,1,10,33,12.9,10,Shai Gilgeous-Alexander,PG,MEM,MIA,1,-5,6.8,12.5,14.2,Mid-Range,0,2,4.0,0,1.0,0.3451,0
22600060,2,2,50,5.9,25,Brandon Ingram,PF,NOP,POR,0,-8,-2.2,0.8,2.4,Restricted Area,0,4,2.6,0,4.8,0.6171,1
22600035,3,2,21,10.1,42,Klay Thompson,PF,CLE,SAC,1,-7,-15.9,18.0,24.0,Above The Break 3,1,2,2.7,0,2.5,0.2651,0
22600375,2,11,27,23.6,20,Tyrese Haliburton,SF,OKC,ORL,0,1,21.4,20.5,29.6,Above The Break 3,1,2,4.7,0,3.2,0.3557,1
22600223,1,9,1,20.3,50,Josh Hart,PF,ORL,NYK,1,-3,-21.2,7.3,22.4,Right Corner 3,1,1,3.5,0,2.8,0.3822,0
22600176,2,1,44,20.4,6,Steph Curry,C,GSW,TOR,0,-5,9.9,22.4,24.5,Above The Break 3,1,0,1.1,1,0.2,0.447,0
22600295,1,3,18,5.2,3,Jayson Tatum,PF,HOU,ORL,0,-4,0.7,3.2,3.3,Restricted Area,0,3,5.2,0,5.2,0.5647,0
22600154,4,5,17,22.1,41,Draymond Green,PG,POR,MIN,0,3,-22.5,6.6,23.4,Right Corner 3,1,3,2.3,0,4.3,0.3571,0
22600052,1,2,6,7.1,5,Giannis Antetokounmpo,SF,LAC,ORL,1,3,21.6,5.0,22.2,Left Corner 3,1,1,6.8,0,5.5,0.4193,1
22600292,1,9,9,21.8,28,Julius Randle,C,GSW,HOU,0,4,3.1,1.0,3.2,Restricted Area,0,5,3.6,0,2.5,0.6335,1
22600071,2,6,24,19.3,14,Damian Lillard,PF,CHA,CLE,1,-20,-24.7,21.9,33.0,Deep 3 / Heave,1,1,1.8,1,5.4,0.1513,0
22600222,2,4,18,24.0,10,Shai Gilgeous-Alexander,PG,MEM,BOS,0,-5,-1.7,0.3,1.8,Restricted Area,0,0,0.8,1,0.2,0.5802,0
22600090,2,10,37,16.3,12,Trae Young,C,CLE,MIN,1,-5,-8.3,19.1,20.8,Long Mid-Range,0,1,0.7,1,7.1,0.469,0
22600358,3,9,57,10.5,6,Steph Curry,C,GSW,DEN,0,18,20.7,13.1,24.5,Above The Break 3,1,3,3.8,0,3.7,0.3617,1
22600047,2,5,15,19.7,8,Devin Booker,PF,IND,DAL,1,9,-12.3,35.2,37.2,Deep 3 / Heave,1,1,5.3,0,8.1,0.2226,0
22600208,1,10,55,14.1,34,Anfernee Simons,SF,IND,DEN,0,17,11.9,15.9,19.8,Long Mid-Range,0,1,1.0,1,2.8,0.438,1
22600188,2,5,51,8.1,7,Kevin Durant,PG,TOR,DEN,1,18,23.1,4.2,23.4,Left Corner 3,1,7,10.0,0,2.4,0.3522,1
22600127,3,0,43,12.0,60,Brandin Duren,PF,CHA,PHI,1,0,7.5,13.2,15.2,Mid-Range,0,0,8.2,0,3.4,0.3998,0
22600009,4,3,47,24.0,20,Tyrese Haliburton,SF,OKC,POR,1,-4,16.5,7.5,18.2,Long Mid-Range,0,1,2.2,1,3.5,0.4843,0
22600309,4,2,29,15.3,49,Bradley Beal,PF,MEM,OKC,1,0,32.0,16.9,36.2,Deep 3 / Heave,1,1,4.3,0,5.2,0.1539,0
22600135,1,8,10,24.0,2,Luka Doncic,PF,PHI,DAL,0,-6,20.9,24.3,32.1,Deep 3 / Heave,1,3,2.3,0,6.4,0.1585,1
22600265,1,5,39,8.8,30,Franz Wagner,SF,POR,MIN,1,13,3.1,9.4,9.9,Mid-Range,0,2,2.5,0,4.5,0.3906,0
22600165,4,10,43,13.8,6,Steph Curry,C,GSW,TOR,0,22,-24.1,15.4,28.6,Above The Break 3,1,3,2.7,0,3.4,0.3569,1
22600150,3,8,32,13.2,32,Evan Mobley,SG,POR,CHI,0,-6,-2.9,0.9,3.1,Restricted Area,0,3,1.9,0,1.5,0.6262,1
22600355,4,7,37,19.0,5,Giannis Antetokounmpo,SF,LAC,PHX,1,1,-5.8,20.5,21.4,Long Mid-Range,0,4,4.1,0,2.9,0.3467,1
22600038,4,11,48,5.6,20,Tyrese Haliburton,SF,OKC,LAL,0,-1,-0.4,3.5,3.5,Restricted Area,0,2,7.8,0,3.6,0.5871,0
22600295,3,2,9,2.8,37,Zach LaVine,C,DEN,CLE,1,1,-0.7,0.5,0.9,Restricted Area,0,1,1.7,1,2.4,0.4653,1
22600299,4,0,20,7.8,56,Paolo Banchero,PG,MIN,CHI,0,-17,-0.2,0.9,0.9,Restricted Area,0,2,2.3,0,5.2,0.6072,1
22600152,4,3,48,15.0,44,Fred VanVleet,SG,ATL,PHI,1,-3,-0.8,4.5,4.6,In The Paint (Non-RA),0,2,1.6,0,5.0,0.4949,0
22600105,1,6,29,13.3,33,Desmond Bane,PG,SAC,PHX,0,-6,21.1,13.0,24.8,Above The Break 3,1,4,5.3,0,4.7,0.3354,1
22600003,3,9,30,5.4,9,Anthony Edwards,SG,BKN,NYK,0,-4,-4.6,17.1,17.7,Long Mid-Range,0,2,1.2,0,6.2,0.3505,0
22600375,1,5,28,6.5,58,Ausar Barlow,PG,CHI,DET,1,3,-0.2,0.8,0.8,Restricted Area,0,2,3.2,0,0.9,0.5494,0
22600380,3,7,2,7.8,9,Anthony Edwards,SG,BKN,LAC,0,-5,12.9,2.5,13.2,Mid-Range,0,1,0.6,1,2.4,0.4248,1
22600097,1,7,58,7.2,18,Paul George,PG,DAL,HOU,1,-8,-13.0,6.7,14.6,Mid-Range,0,1,1.4,1,0.2,0.4319,0
22600013,1,10,55,13.8,53,Alperen Sengun,SG,MIL,GSW,0,-15,-9.4,33.1,34.4,Deep 3 / Heave,1,2,1.4,0,5.3,0.1307,0
22600050,2,9,44,5.6,56,Paolo Banchero,PG,MIN,MEM,1,35,-17.8,8.4,19.7,Long Mid-Range,0,4,4.4,0,3.1,0.2799,0
22600028,2,11,25,13.7,2,Luka Doncic,PF,PHI,BKN,0,-4,-14.4,6.8,15.9,Mid-Range,0,2,2.7,0,4.4,0.4479,0
22600333,2,8,25,4.0,60,Brandin Duren,PF,CHA,MIN,0,4,-5.4,23.9,24.5,Above The Break 3,1,1,9.4,0,4.8,0.2791,0
22600357,4,9,58,19.0,37,Zach LaVine,C,DEN,LAC,1,-3,7.9,18.2,19.9,Long Mid-Range,0,1,3.6,0,5.9,0.332,1
22600062,4,3,15,24.0,8,Devin Booker,PF,IND,CLE,1,-6,1.5,2.6,3.0,Restricted Area,0,4,2.8,0,3.9,0.6591,1
22600299,4,3,48,23.0,38,Kristaps Porzingis,C,OKC,MIN,0,0,-12.0,30.1,32.4,Deep 3 / Heave,1,5,4.9,0,4.9,0.0915,0
22600072,4,1,12,21.9,1,James Harden,PG,TOR,OKC,0,14,-22.1,9.1,23.9,Left Corner 3,1,4,3.0,0,4.9,0.3869,0
22600147,2,9,15,16.6,2,Luka Doncic,PF,PHI,MIN,0,-4,-0.0,0.5,0.5,Restricted Area,0,0,0.1,1,3.7,0.6637,0
22600240,1,2,32,9.6,10,Shai Gilgeous-Alexander,PG,MEM,UTA,1,-1,0.8,1.9,2.0,Restricted Area,0,2,5.8,0,4.4,0.6211,1
22600288,2,8,39,9.8,59,Scoot Henderson,PF,DEN,NOP,1,-13,22.2,8.2,23.7,Left Corner 3,1,0,1.0,1,4.1,0.4939,0
22600350,2,0,45,13.4,59,Scoot Henderson,PF,DEN,SAS,1,3,-34.7,11.3,36.5,Deep 3 / Heave,1,5,7.6,0,4.2,0.1454,0
22600018,2,1,8,7.0,15,Joel Embiid,PF,OKC,HOU,0,9,-22.7,5.1,23.3,Right Corner 3,1,1,2.4,1,1.8,0.4121,0
22600079,2,0,55,5.8,21,Bam Adebayo,SF,UTA,CHA,0,0,-1.2,1.5,1.9,Restricted Area,0,2,7.5,0,4.4,0.6191,0
22600113,3,3,41,10.9,16,Jimmy Butler,PF,MEM,WAS,1,-4,-11.5,6.8,13.4,Mid-Range,0,4,5.5,0,0.2,0.3512,0
22600125,1,6,6,16.8,47,Jrue Holiday,SF,PHX,IND,0,-5,20.2,9.1,22.1,Right Corner 3,1,1,2.6,0,9.3,0.4354,0
22600400,3,11,54,18.7,39,Mikal Bridges,SG,NYK,SAS,0,-4,5.9,6.1,8.5,Mid-Range,0,4,2.6,0,8.4,0.3681,0
22600311,4,7,18,11.9,38,Kristaps Porzingis,C,OKC,UTA,0,2,1.3,0.4,1.4,Restricted Area,0,1,7.1,0,5.1,0.6064,0
22600129,3,0,16,7.6,30,Franz Wagner,SF,POR,ORL,1,-8,-14.8,22.2,26.6,Above The Break 3,1,1,3.1,0,2.2,0.3262,0
22600389,4,3,9,15.5,34,Anfernee Simons,SF,IND,MIL,1,-3,28.1,9.9,29.8,Above The Break 3,1,3,2.1,0,5.9,0.2742,0
22600200,1,4,48,24.0,39,Mikal Bridges,SG,NYK,BKN,0,-2,25.2,8.5,26.6,Above The Break 3,1,3,2.0,0,7.1,0.3354,0
22600201,2,10,32,13.4,24,Jalen Brunson,C,POR,NOP,1,-10,27.3,6.2,28.0,Above The Break 3,1,1,3.2,0,4.7,0.3006,0
22600174,2,8,31,13.5,49,Bradley Beal,PF,MEM,POR,0,2,3.6,6.3,7.3,In The Paint (Non-RA),0,2,2.4,0,8.3,0.4534,0
22600058,1,11,5,10.9,25,Brandon Ingram,PF,NOP,DEN,0,-15,21.1,18.2,27.9,Above The Break 3,1,3,7.5,0,4.8,0.2763,1
22600374,4,0,49,16.6,33,Desmond Bane,PG,SAC,MIL,0,-12,-2.9,0.5,3.0,Restricted Area,0,2,3.7,0,6.2,0.6768,1
22600006,3,6,20,16.7,21,Bam Adebayo,SF,UTA,NYK,0,4,-20.2,17.5,26.8,Above The Break 3,1,6,4.9,0,6.1,0.4012,0
22600070,4,5,7,20.9,35,Jaren Jackson,C,SAS,BKN,1,13,-22.1,26.3,34.3,Deep 3 / Heave,1,3,7.8,0,3.0,0.03,0
22600092,4,0,39,12.4,11,Ja Morant,SF,PHX,CLE,1,-1,1.7,3.0,3.4,Restricted Area,0,0,0.9,1,3.0,0.6585,0
22600112,1,4,7,6.2,40,Jaylen Brown,PF,CHI,OKC,0,3,14.9,3.9,15.4,Mid-Range,0,0,2.0,1,8.4,0.4691,0
22600053,3,4,10,8.1,29,Scottie Barnes,SF,PHX,LAC,1,1,-22.0,8.4,23.6,Right Corner 3,1,1,4.2,0,4.9,0.3495,0
22600008,2,2,0,11.2,12,Trae Young,C,CLE,DET,1,-16,0.4,0.7,0.8,Restricted Area,0,4,6.5,0,3.4,0.6461,1
22600272,1,1,12,7.0,9,Anthony Edwards,SG,BKN,UTA,0,7,32.4,13.9,35.2,Deep 3 / Heave,1,2,1.9,0,2.1,0.1218,0
22600388,3,4,24,15.6,34,Anfernee Simons,SF,IND,LAC,1,-3,-9.0,26.1,27.6,Above The Break 3,1,1,2.3,1,4.9,0.3877,1
22600049,1,6,40,13.2,8,Devin Booker,PF,IND,ATL,1,-2,-0.8,0.6,1.0,Restricted Area,0,0,7.2,0,3.9,0.6754,0
22600119,4,11,6,7.4,54,Chet Holmgren,SF,LAL,MIL,0,-12,12.3,5.6,13.5,Mid-Range,0,1,1.0,1,1.6,0.4578,1
22600203,1,4,44,16.4,56,Paolo Banchero,PG,MIN,BKN,0,-1,10.3,2.5,10.6,Mid-Range,0,1,2.8,0,7.9,0.3915,1
22600372,3,9,39,21.1,10,Shai Gilgeous-Alexander,PG,MEM,ATL,1,-10,1.4,2.1,2.6,Restricted Area,0,3,3.4,0,4.1,0.6378,0
22600278,3,2,3,17.0,18,Paul George,PG,DAL,OKC,0,9,22.3,4.0,22.7,Right Corner 3,1,1,9.7,0,1.6,0.3311,1
22600307,4,0,59,6.3,13,Zion Williamson,PF,LAL,IND,1,0,15.3,10.3,18.5,Long Mid-Range,0,2,2.8,0,2.2,0.2768,1
22600233,1,10,55,16.7,22,De'Aaron Fox,SG,LAL,MIL,0,-2,-0.8,2.4,2.5,Restricted Area,0,2,4.9,0,5.7,0.6604,1
22600167,4,10,5,8.4,8,Devin Booker,PF,IND,DEN,1,-8,-2.2,5.1,5.5,In The Paint (Non-RA),0,2,3.5,0,2.7,0.4171,1
22600080,4,2,37,17.1,17,Kawhi Leonard,SF,GSW,CHI,1,-17,-3.4,1.3,3.7,Restricted Area,0,2,1.7,0,1.1,0.6364,0
22600346,1,2,27,16.0,14,Damian Lillard,PF,CHA,GSW,0,-5,2.7,2.3,3.5,Restricted Area,0,4,3.1,0,1.6,0.5706,1
22600322,2,2,15,24.0,56,Paolo Banchero,PG,MIN,DAL,0,0,1.8,1.0,2.0,Restricted Area,0,1,3.5,0,6.3,0.6148,0
22600011,3,5,27,24.0,49,Bradley Beal,PF,MEM,TOR,1,-30,22.6,7.5,23.8,Left Corner 3,1,5,4.0,0,6.2,0.3388,0
22600287,3,8,17,7.0,53,Alperen Sengun,SG,MIL,TOR,0,2,0.3,0.6,0.7,Restricted Area,0,1,0.7,1,3.1,0.5992,1
22600034,4,2,54,10.2,17,Kawhi Leonard,SF,GSW,CHI,0,10,-0.3,0.2,0.3,Restricted Area,0,1,16.5,0,5.4,0.6636,1
22600296,2,10,55,24.0,38,Kristaps Porzingis,C,OKC,NOP,0,4,20.9,7.7,22.3,Left Corner 3,1,2,1.7,0,4.2,0.3784,0
